2014-09-01	00:00:01	4380,0
2014-09-01	00:00:02	4381,6
2014-09-01	00:00:04	4381,1
2014-09-01	00:00:07	4382,2
2014-09-01	00:00:09	4381,6
2014-09-01	00:00:10	4381,9
2014-09-01	00:00:15	4382,2
2014-09-01	00:00:16	4381,9
2014-09-01	00:00:20	4381,6
2014-09-01	00:00:21	4381,6
2014-09-01	00:00:24	4381,1
2014-09-01	00:00:25	4381,1
2014-09-01	00:00:26	4380,8
2014-09-01	00:00:35	4381,1
2014-09-01	00:00:39	4381,4
2014-09-01	00:00:51	4380,8
2014-09-01	00:01:04	4378,8
2014-09-01	00:01:20	4379,4
2014-09-01	00:01:20	4379,9
2014-09-01	00:01:30	4380,5
2014-09-01	00:01:33	4379,9
2014-09-01	00:01:48	4380,5
2014-09-01	00:01:52	4381,0
2014-09-01	00:02:04	4379,9
2014-09-01	00:02:06	4380,5
2014-09-01	00:02:44	4380,7
2014-09-01	00:02:52	4381,0
2014-09-01	00:03:38	4381,6
2014-09-01	00:03:38	4381,8
2014-09-01	00:03:41	4381,8
2014-09-01	00:03:43	4381,8
2014-09-01	00:03:43	4381,6
2014-09-01	00:04:24	4381,0
2014-09-01	00:05:45	4380,5
2014-09-01	00:05:52	4379,9
2014-09-01	00:06:02	4380,5
2014-09-01	00:11:56	4381,0
2014-09-01	00:12:12	4381,6
2014-09-01	00:15:52	4381,0
2014-09-01	00:16:11	4380,5
2014-09-01	00:16:44	4380,5
2014-09-01	00:16:48	4379,9
2014-09-01	00:16:59	4380,2
2014-09-01	00:17:05	4380,5
2014-09-01	00:17:51	4379,9
2014-09-01	00:18:21	4380,5
2014-09-01	00:18:22	4379,9
2014-09-01	00:18:25	4380,5
2014-09-01	00:22:12	4381,0
2014-09-01	00:29:14	4381,3
2014-09-01	00:29:17	4381,3
2014-09-01	00:30:13	4381,6
2014-09-01	00:32:55	4381,6
2014-09-01	00:32:56	4381,0
2014-09-01	00:34:59	4380,5
2014-09-01	00:35:20	4381,0
2014-09-01	00:37:12	4380,5
2014-09-01	00:37:27	4381,0
2014-09-01	01:40:08	4380,5
2014-09-01	01:44:30	4381,0
2014-09-01	01:45:58	4381,3
2014-09-01	01:45:59	4381,3
2014-09-01	01:46:00	4381,0
2014-09-01	01:46:13	4381,3
2014-09-01	01:46:36	4381,0
2014-09-01	01:46:40	4381,6
2014-09-01	01:47:01	4381,0
2014-09-01	01:47:13	4380,5
2014-09-01	01:47:15	4381,0
2014-09-01	01:49:30	4381,0
2014-09-01	01:49:30	4380,5
2014-09-01	01:49:30	4381,0
2014-09-01	01:52:42	4381,0
2014-09-01	02:11:18	4381,0
2014-09-01	02:11:53	4381,0
2014-09-01	02:15:55	4381,0
2014-09-01	02:16:12	4381,0
2014-09-01	02:16:16	4381,0
2014-09-01	02:28:11	4381,6
2014-09-01	02:34:39	4381,0
2014-09-01	02:34:39	4381,3
2014-09-01	02:34:39	4381,0
2014-09-01	02:43:15	4381,6
2014-09-01	03:00:00	4381,0
2014-09-01	03:00:01	4381,6
2014-09-01	03:18:08	4381,0
2014-09-01	03:30:15	4381,6
2014-09-01	03:32:53	4382,1
2014-09-01	03:33:10	4382,4
2014-09-01	03:33:12	4382,7
2014-09-01	03:40:52	4382,1
2014-09-01	03:41:42	4382,7
2014-09-01	03:43:33	4382,1
2014-09-01	03:48:07	4382,7
2014-09-01	03:48:08	4382,7
2014-09-01	03:49:06	4382,1
2014-09-01	03:49:06	4382,4
2014-09-01	03:49:06	4382,1
2014-09-01	03:49:06	4382,4
2014-09-01	03:49:11	4382,7
2014-09-01	03:50:19	4383,2
2014-09-01	03:50:20	4383,2
2014-09-01	04:07:15	4383,2
2014-09-01	04:07:17	4382,7
2014-09-01	04:08:07	4383,2
2014-09-01	04:09:27	4382,7
2014-09-01	04:31:51	4383,2
2014-09-01	04:33:37	4382,7
2014-09-01	05:17:38	4383,2
2014-09-01	05:28:53	4382,7
2014-09-01	06:08:28	4383,2
2014-09-01	06:08:28	4382,7
2014-09-01	06:08:30	4382,7
2014-09-01	06:14:02	4382,7
2014-09-01	06:20:46	4383,2
2014-09-01	06:20:48	4382,7
2014-09-01	06:21:18	4382,9
2014-09-01	06:21:21	4382,7
2014-09-01	06:23:43	4382,9
2014-09-01	06:23:50	4382,7
2014-09-01	06:36:31	4383,2
2014-09-01	06:42:09	4383,8
2014-09-01	06:45:37	4383,2
2014-09-01	06:56:24	4383,8
2014-09-01	07:00:24	4383,5
2014-09-01	07:00:25	4383,2
2014-09-01	07:14:27	4383,8
2014-09-01	07:14:27	4383,2
2014-09-01	07:14:58	4383,5
2014-09-01	07:15:00	4383,2
2014-09-01	07:15:01	4383,5
2014-09-01	07:15:05	4383,2
2014-09-01	07:15:05	4383,8
2014-09-01	07:15:05	4383,2
2014-09-01	07:21:04	4383,8
2014-09-01	07:29:07	4383,8
2014-09-01	07:29:07	4384,0
2014-09-01	07:29:07	4383,8
2014-09-01	07:29:19	4384,0
2014-09-01	07:29:20	4384,3
2014-09-01	07:30:00	4384,0
2014-09-01	07:30:00	4383,8
2014-09-01	07:39:41	4383,8
2014-09-01	07:40:18	4383,2
2014-09-01	07:46:54	4383,2
2014-09-01	07:47:01	4383,2
2014-09-01	07:47:10	4383,2
2014-09-01	07:47:11	4382,7
2014-09-01	07:47:23	4382,9
2014-09-01	07:47:23	4383,2
2014-09-01	07:48:14	4382,9
2014-09-01	07:48:19	4383,2
2014-09-01	07:48:22	4382,9
2014-09-01	07:48:25	4383,2
2014-09-01	07:49:00	4382,9
2014-09-01	07:49:18	4382,7
2014-09-01	07:49:31	4382,9
2014-09-01	07:50:01	4383,2
2014-09-01	07:50:01	4382,9
2014-09-01	07:50:29	4382,9
2014-09-01	07:52:00	4382,7
2014-09-01	07:55:06	4384,7
2014-09-01	07:57:08	4385,2
2014-09-01	07:58:15	4387,2
2014-09-01	08:00:04	4387,8
2014-09-01	08:00:04	4387,2
2014-09-01	08:00:05	4387,6
2014-09-01	08:00:09	4387,3
2014-09-01	08:00:10	4387,1
2014-09-01	08:00:10	4387,6
2014-09-01	08:00:17	4388,8
2014-09-01	08:00:20	4388,3
2014-09-01	08:00:20	4388,6
2014-09-01	08:00:20	4388,3
2014-09-01	08:00:29	4388,1
2014-09-01	08:00:30	4388,3
2014-09-01	08:00:31	4388,1
2014-09-01	08:00:34	4387,6
2014-09-01	08:00:40	4388,1
2014-09-01	08:01:01	4388,8
2014-09-01	08:01:11	4388,6
2014-09-01	08:01:23	4388,3
2014-09-01	08:01:34	4388,6
2014-09-01	08:01:36	4388,8
2014-09-01	08:01:57	4389,1
2014-09-01	08:02:03	4388,8
2014-09-01	08:02:04	4388,8
2014-09-01	08:02:05	4389,1
2014-09-01	08:02:16	4389,3
2014-09-01	08:02:17	4389,6
2014-09-01	08:02:39	4390,6
2014-09-01	08:02:46	4390,6
2014-09-01	08:02:47	4390,3
2014-09-01	08:02:51	4390,3
2014-09-01	08:02:56	4390,6
2014-09-01	08:03:11	4390,6
2014-09-01	08:03:17	4390,1
2014-09-01	08:03:17	4390,3
2014-09-01	08:03:43	4390,1
2014-09-01	08:03:44	4390,3
2014-09-01	08:03:49	4390,1
2014-09-01	08:03:54	4390,3
2014-09-01	08:03:59	4390,1
2014-09-01	08:04:00	4390,1
2014-09-01	08:04:02	4389,8
2014-09-01	08:04:11	4389,8
2014-09-01	08:04:11	4390,1
2014-09-01	08:04:11	4389,8
2014-09-01	08:04:16	4389,6
2014-09-01	08:05:04	4390,1
2014-09-01	08:05:05	4389,8
2014-09-01	08:05:09	4389,6
2014-09-01	08:05:19	4389,8
2014-09-01	08:05:20	4390,3
2014-09-01	08:05:26	4390,1
2014-09-01	08:05:29	4389,8
2014-09-01	08:05:40	4389,6
2014-09-01	08:05:40	4389,3
2014-09-01	08:05:53	4389,6
2014-09-01	08:06:45	4390,1
2014-09-01	08:06:46	4390,6
2014-09-01	08:06:54	4390,3
2014-09-01	08:06:55	4390,6
2014-09-01	08:06:57	4390,3
2014-09-01	08:06:58	4390,6
2014-09-01	08:07:35	4390,1
2014-09-01	08:07:38	4390,3
2014-09-01	08:07:41	4390,6
2014-09-01	08:08:58	4390,1
2014-09-01	08:09:11	4389,8
2014-09-01	08:09:12	4389,6
2014-09-01	08:09:15	4389,3
2014-09-01	08:09:17	4389,6
2014-09-01	08:09:30	4389,1
2014-09-01	08:09:44	4388,8
2014-09-01	08:09:47	4388,8
2014-09-01	08:09:49	4389,1
2014-09-01	08:10:07	4388,1
2014-09-01	08:10:16	4387,6
2014-09-01	08:10:21	4387,1
2014-09-01	08:10:23	4387,1
2014-09-01	08:10:24	4386,8
2014-09-01	08:10:30	4387,1
2014-09-01	08:10:32	4387,6
2014-09-01	08:10:33	4387,3
2014-09-01	08:10:34	4387,6
2014-09-01	08:10:43	4387,6
2014-09-01	08:10:46	4387,3
2014-09-01	08:10:50	4387,1
2014-09-01	08:11:02	4387,3
2014-09-01	08:11:04	4387,6
2014-09-01	08:11:05	4387,3
2014-09-01	08:11:06	4387,1
2014-09-01	08:11:51	4387,6
2014-09-01	08:11:54	4388,1
2014-09-01	08:12:08	4387,6
2014-09-01	08:12:24	4387,8
2014-09-01	08:12:38	4388,1
2014-09-01	08:12:44	4388,3
2014-09-01	08:12:55	4388,6
2014-09-01	08:13:16	4388,8
2014-09-01	08:13:26	4388,6
2014-09-01	08:14:27	4388,8
2014-09-01	08:14:27	4388,6
2014-09-01	08:14:45	4388,8
2014-09-01	08:15:23	4389,1
2014-09-01	08:15:27	4388,8
2014-09-01	08:15:52	4386,6
2014-09-01	08:16:49	4387,1
2014-09-01	08:17:03	4387,3
2014-09-01	08:17:20	4387,1
2014-09-01	08:17:42	4387,3
2014-09-01	08:17:43	4387,1
2014-09-01	08:18:26	4386,1
2014-09-01	08:19:18	4386,6
2014-09-01	08:19:18	4386,3
2014-09-01	08:19:18	4386,6
2014-09-01	08:19:18	4386,3
2014-09-01	08:19:24	4386,1
2014-09-01	08:19:26	4386,3
2014-09-01	08:19:56	4385,1
2014-09-01	08:19:56	4385,3
2014-09-01	08:19:56	4385,1
2014-09-01	08:20:08	4384,6
2014-09-01	08:20:09	4384,1
2014-09-01	08:20:09	4384,3
2014-09-01	08:20:09	4384,1
2014-09-01	08:20:21	4384,1
2014-09-01	08:20:27	4384,6
2014-09-01	08:20:56	4384,8
2014-09-01	08:21:18	4385,1
2014-09-01	08:21:30	4385,3
2014-09-01	08:21:30	4385,6
2014-09-01	08:21:32	4385,8
2014-09-01	08:21:33	4385,6
2014-09-01	08:21:35	4386,1
2014-09-01	08:22:24	4385,6
2014-09-01	08:22:44	4386,1
2014-09-01	08:23:21	4386,1
2014-09-01	08:23:33	4386,3
2014-09-01	08:23:54	4386,6
2014-09-01	08:24:52	4384,6
2014-09-01	08:24:52	4384,1
2014-09-01	08:24:56	4383,6
2014-09-01	08:24:57	4383,1
2014-09-01	08:24:58	4382,6
2014-09-01	08:24:59	4382,1
2014-09-01	08:25:00	4382,3
2014-09-01	08:25:02	4382,1
2014-09-01	08:25:05	4381,6
2014-09-01	08:25:08	4380,1
2014-09-01	08:25:10	4380,6
2014-09-01	08:25:11	4380,1
2014-09-01	08:25:13	4380,8
2014-09-01	08:25:14	4381,1
2014-09-01	08:25:21	4381,6
2014-09-01	08:25:21	4381,1
2014-09-01	08:25:28	4379,8
2014-09-01	08:25:28	4379,6
2014-09-01	08:25:29	4379,6
2014-09-01	08:25:30	4379,3
