3500008,20106,4731.92,4757.54,4727.09,4754.92,1277809
3500008,30106,4761.95,4803.23,4755.72,4776.98,3929618
3500008,40106,4820.90,4838.52,4799.19,4838.52,4546846
3500008,50106,4839.09,4849.67,4826.31,4835.09,4260650
3500008,60106,4843.16,4867.15,4839.75,4867.15,4263423
3500008,90106,4875.12,4886.19,4870.93,4875.09,4959801
3500008,100106,4868.90,4868.90,4838.48,4861.93,4471657
3500008,110106,4893.75,4897.58,4866.76,4890.49,4439791
3500008,120106,4875.88,4898.05,4872.52,4890.24,6003004
3500008,130106,4876.41,4876.41,4834.24,4850.53,4978176
3500008,160106,4844.13,4864.76,4844.13,4856.09,2914958
3500008,170106,4829.33,4829.33,4803.44,4807.14,4454099
3500008,180106,4748.72,4792.07,4730.38,4772.09,6279062
3500008,190106,4798.33,4815.81,4790.77,4814.09,4704699
3500008,200106,4828.71,4841.42,4773.48,4773.48,4976573
3500008,230106,4725.00,4754.78,4719.33,4751.99,4833066
3500008,240106,4758.93,4766.52,4739.76,4748.32,4706234
3500008,250106,4766.61,4794.22,4758.06,4791.00,4942818
3500008,260106,4801.84,4876.52,4800.21,4876.52,6504860
3500008,270106,4938.77,4956.60,4907.48,4956.60,7868814
3500008,300106,4945.83,4954.96,4934.62,4936.79,4725183
3500008,310106,4943.46,4970.21,4930.18,4947.99,5238392
3500008,10206,4946.77,5000.00,4936.59,4999.39,5049324
3500008,20206,5000.95,5012.38,4927.89,4927.89,5395739
3500008,30206,4945.38,4955.94,4905.63,4937.56,4777376
3500008,60206,4949.84,4960.67,4919.90,4934.59,4421599
3500008,70206,4951.99,4958.51,4906.36,4935.40,5321066
3500008,80206,4893.15,4909.68,4875.80,4895.08,4857707
3500008,90206,4925.71,4958.79,4921.60,4955.74,5211690
3500008,100206,4940.05,4963.69,4910.82,4910.82,4370922
3500008,130206,4916.36,4957.36,4898.96,4957.36,4670925
3500008,140206,4964.57,4975.41,4928.11,4961.34,5112590
3500008,150206,4957.12,4958.31,4922.81,4934.09,5266938
3500008,160206,4957.12,4973.89,4938.37,4973.09,4351416
3500008,170206,4975.73,5003.39,4965.57,5000.00,4418977
3500008,200206,4981.31,4985.66,4971.25,4979.94,2895794
3500008,210206,4997.94,5024.51,4974.51,4991.93,5200954
3500008,220206,4984.97,5041.60,4984.12,5041.60,5094643
3500008,230206,5051.77,5060.27,5020.04,5040.39,6338768
3500008,240206,5051.63,5073.95,5036.17,5073.95,4393867
3500008,270206,5082.13,5085.20,5058.09,5080.52,5427322
3500008,280206,5082.91,5082.91,4998.13,5000.45,6923452
3500008,10306,5010.17,5059.03,5006.00,5057.61,5105777
3500008,20306,5051.63,5077.58,4990.48,5009.09,5842275
3500008,30306,5012.94,5030.36,4966.71,4989.15,5509447
3500008,60306,5025.72,5037.05,5010.72,5010.72,5321995
3500008,70306,4989.93,4996.69,4968.72,4992.21,5592022
3500008,80306,5000.99,5005.88,4927.79,4969.51,6735973
3500008,90306,5007.96,5012.42,4981.05,5007.84,5985425
3500008,100306,4993.91,5069.27,4986.92,5069.27,5271109
3500008,130306,5094.23,5112.70,5085.74,5107.47,4600343
3500008,140306,5095.24,5117.16,5088.12,5117.16,4549615
3500008,150306,5131.04,5141.55,5119.61,5127.93,5302926
3500008,160306,5130.54,5136.64,5105.62,5126.01,4637657
3500008,170306,5133.09,5171.38,5124.75,5141.08,7038744
3500008,200306,5161.21,5174.14,5131.31,5138.51,4283217
3500008,210306,5136.92,5148.56,5098.38,5148.56,4897123
3500008,220306,5142.47,5201.28,5132.95,5194.78,7813785
3500008,230306,5204.68,5205.61,5179.66,5194.78,5046735
3500008,240306,5198.27,5226.37,5194.20,5218.71,5083109
3500008,270306,5212.39,5218.85,5162.07,5162.44,3725359
3500008,280306,5170.97,5189.94,5134.34,5149.99,4567956
3500008,290306,5144.12,5189.62,5143.66,5180.25,3898673
3500008,300306,5204.91,5246.74,5203.36,5240.10,4880890
3500008,310306,5227.05,5247.31,5211.07,5220.85,4822121
3500008,30406,5251.56,5258.51,5231.10,5255.26,4731050
3500008,40406,5241.71,5241.71,5203.91,5205.81,4932535
3500008,50406,5214.44,5230.87,5187.33,5221.03,5080060
3500008,60406,5232.41,5245.56,5200.46,5222.36,4931142
3500008,70406,5221.84,5241.00,5174.96,5174.96,5550001
3500008,100406,5170.05,5190.87,5155.83,5190.27,3735481
3500008,110406,5189.19,5197.41,5106.18,5112.60,5552009
3500008,120406,5106.48,5110.80,5058.35,5085.11,5399959
3500008,130406,5097.78,5109.61,5069.47,5102.62,3672802
3500008,180406,5097.56,5101.93,5073.51,5095.97,3609963
3500008,190406,5150.39,5171.76,5125.57,5158.14,4837533
3500008,200406,5158.24,5227.13,5158.24,5206.79,5334168
3500008,210406,5223.83,5252.38,5221.56,5252.38,4875335
3500008,240406,5227.70,5239.38,5219.27,5221.44,3857657
3500008,250406,5238.64,5255.15,5227.94,5235.34,4675323
3500008,260406,5244.47,5261.60,5241.99,5252.32,4404953
3500008,270406,5257.76,5257.76,5169.98,5213.55,6465617
3500008,280406,5211.14,5219.07,5184.27,5188.40,4945889
3500008,20506,5187.34,5249.47,5185.68,5241.19,4845005
3500008,30506,5260.57,5267.51,5193.94,5193.94,5371300
3500008,40506,5198.12,5241.49,5187.72,5233.70,4646139
3500008,50506,5244.21,5287.24,5237.52,5286.40,4672112
3500008,80506,5297.50,5315.03,5277.31,5282.40,3836876
3500008,90506,5292.29,5312.18,5272.82,5312.18,4532900
3500008,100506,5285.15,5310.65,5276.46,5278.27,5242363
3500008,110506,5284.06,5329.16,5259.12,5262.94,7554594
3500008,120506,5226.81,5238.40,5150.45,5150.45,9375055
3500008,150506,5130.53,5137.43,5052.80,5064.85,8387002
3500008,160506,5065.49,5100.71,5042.22,5081.69,6810160
3500008,170506,5103.58,5110.20,4920.31,4920.31,7634176
3500008,180506,4922.31,4959.81,4841.77,4908.69,7675896
3500008,190506,4933.73,4964.84,4906.74,4944.57,7231942
3500008,220506,4934.11,4934.11,4798.81,4813.50,7268903
3500008,230506,4847.52,4963.10,4847.52,4931.53,7713867
3500008,240506,4892.71,4908.77,4822.60,4870.02,6183472
3500008,250506,4878.51,4949.53,4840.58,4949.53,4144730
3500008,260506,4993.01,5045.09,4970.08,5045.09,6603920
