"2294","4","down","flat","up"
"4550.30","4631.20","4799.10","4904.90","1"
"4510.30","4608.20","4777.80","4899.20","0"
"4492.60","4578.40","4756.10","4893.30","2"
"4505.00","4561.00","4734.40","4888.40","0"
"4481.20","4523.90","4706.90","4879.90","1"
"4411.80","4492.20","4676.00","4870.60","2"
"4416.10","4469.90","4651.00","4860.00","0"
"4388.00","4445.90","4618.90","4848.60","0"
"4318.80","4415.20","4588.00","4837.10","2"
"4320.20","4396.60","4559.80","4825.10","0"
"4305.00","4358.00","4533.30","4811.80","2"
"4304.30","4346.10","4510.50","4799.10","0"
"4309.10","4328.70","4486.20","4784.40","2"
"4307.60","4315.10","4470.20","4771.60","0"
"4285.60","4299.40","4448.10","4756.30","0"
"4166.10","4271.40","4419.10","4736.90","2"
"4121.60","4242.70","4393.30","4718.50","0"
"4101.80","4213.40","4362.00","4698.90","2"
"4086.80","4180.50","4336.70","4679.70","2"
"4169.20","4173.40","4318.40","4663.10","2"
"4262.70","4167.70","4308.00","4649.90","1"
"4313.30","4181.30","4298.70","4636.90","1"
"4327.20","4213.70","4291.40","4623.50","2"
"4368.00","4251.70","4285.00","4610.50","0"
"4378.40","4292.70","4281.10","4596.30","1"
"4362.60","4330.50","4280.10","4582.30","0"
"4350.80","4344.60","4274.60","4566.00","1"
"4322.50","4347.60","4273.60","4551.30","2"
"4360.50","4358.10","4278.80","4538.70","1"
"4396.50","4367.40","4281.20","4526.00","0"
"4353.40","4353.90","4283.60","4513.60","0"
"4297.50","4344.30","4280.50","4500.50","2"
"4333.50","4345.60","4286.00","4490.10","2"
"4417.30","4363.30","4291.50","4479.60","1"
"4452.90","4382.90","4302.80","4469.20","2"
"4474.60","4395.90","4322.30","4458.80","2"
"4515.20","4416.80","4342.10","4450.90","1"
"4528.50","4445.90","4365.00","4441.60","0"
"4460.70","4463.40","4379.50","4431.30","1"
"4411.90","4468.40","4389.30","4421.60","2"
"4437.30","4469.10","4397.00","4414.80","1"
"4451.20","4467.90","4403.10","4407.70","0"
"4390.80","4445.20","4403.30","4399.20","2"
"4349.30","4420.50","4401.20","4393.30","0"
"4335.20","4389.90","4399.00","4385.90","2"
"4352.50","4389.60","4400.20","4380.30","0"
"4378.20","4380.30","4401.80","4374.30","1"
"4362.20","4368.10","4404.20","4367.90","1"
"4370.80","4357.30","4402.80","4363.00","2"
"4417.30","4375.70","4406.20","4360.40","1"
"4472.00","4392.40","4414.70","4359.90","1"
"4477.40","4416.30","4424.20","4359.10","2"
"4505.60","4436.10","4431.90","4360.40","0"
"4493.10","4449.20","4431.80","4358.60","0"
"4375.60","4439.90","4424.10","4356.10","0"
"4250.30","4414.70","4409.40","4352.10","2"
"4268.40","4397.40","4399.50","4350.20","0"
"4316.80","4370.40","4388.20","4349.30","1"
"4288.50","4343.40","4382.20","4349.00","0"
"4266.40","4302.00","4373.70","4347.10","2"
"4290.90","4285.70","4367.60","4348.50","0"
"4250.80","4266.40","4353.60","4345.00","0"
"4128.20","4250.80","4341.30","4341.20","0"
"4043.80","4202.20","4323.10","4334.40","0"
"3979.00","4154.20","4305.70","4329.00","2"
"4141.40","4160.10","4301.90","4333.40","0"
"4274.20","4156.50","4295.30","4335.10","0"
"4181.70","4128.90","4283.90","4336.60","1"
"4127.20","4121.20","4271.00","4336.70","2"
"4170.70","4141.10","4259.20","4336.70","0"
"4195.10","4164.40","4243.30","4334.00","0"
"4058.40","4163.80","4217.30","4326.50","2"
"3992.80","4121.90","4192.00","4320.60","1"
"4043.30","4097.80","4172.30","4313.50","0"
"4008.90","4072.60","4155.30","4305.80","2"
"4022.00","4067.80","4149.50","4299.90","0"
"3896.40","3994.20","4118.10","4287.60","1"
"3722.10","3932.60","4090.10","4275.90","0"
"3614.60","3867.40","4050.70","4257.80","0"
"3469.80","3783.20","4010.40","4238.80","0"
"3309.60","3657.80","3952.60","4216.10","2"
"3354.00","3596.10","3920.70","4201.10","2"
"3580.00","3531.50","3897.80","4185.90","0"
"3504.80","3484.20","3866.80","4164.60","0"
"3281.00","3405.50","3828.00","4139.00","2"
"3255.50","3381.60","3778.20","4115.80","2"
"3389.20","3382.40","3739.50","4094.00","1"
"3462.00","3425.10","3706.30","4073.10","0"
"3386.80","3391.80","3665.40","4051.00","1"
"3304.50","3346.40","3619.60","4028.80","0"
"3252.30","3319.70","3571.20","4003.70","0"
"3130.60","3303.40","3526.90","3976.00","2"
"3091.10","3272.70","3481.00","3951.70","2"
"3258.70","3266.20","3448.40","3932.40","1"
"3405.20","3256.50","3420.60","3914.50","2"
"3447.40","3283.50","3390.90","3896.20","2"
"3507.50","3314.50","3381.70","3879.60","2"
"3609.50","3385.50","3379.70","3866.10","0"
"3654.60","3464.20","3385.70","3851.00","0"
"3502.70","3503.10","3383.00","3829.50","2"
"3428.20","3512.60","3397.60","3809.20","2"
"3487.40","3526.60","3396.30","3789.90","0"
"3421.10","3505.10","3381.70","3765.90","0"
"3285.20","3463.10","3374.40","3741.60","2"
"3251.70","3402.90","3378.80","3720.90","1"
"3280.50","3356.20","3376.90","3702.80","0"
"3236.80","3326.90","3363.50","3679.60","2"
"3199.70","3290.90","3350.60","3658.10","0"
"3152.60","3231.20","3340.10","3634.20","0"
"3034.20","3180.40","3323.60","3608.80","0"
"2930.80","3130.00","3308.00","3579.80","2"
"3026.70","3116.10","3313.20","3559.90","2"
"3190.80","3104.40","3317.90","3542.30","0"
"3189.70","3102.60","3306.30","3525.70","2"
"3210.10","3107.40","3298.40","3511.50","1"
"3256.50","3132.30","3287.20","3490.30","0"
"3171.60","3146.60","3264.80","3467.40","2"
"3116.70","3185.40","3237.90","3447.70","1"
"3159.80","3184.60","3215.30","3428.70","1"
"3163.90","3177.70","3204.00","3407.40","0"
"3074.60","3151.70","3180.00","3383.90","2"
"3117.70","3151.30","3167.10","3369.80","2"
"3272.60","3156.30","3165.10","3355.10","1"
"3309.10","3190.60","3169.50","3340.40","1"
"3313.20","3212.50","3171.30","3327.30","0"
"3259.90","3219.20","3167.40","3309.90","1"
"3199.60","3222.70","3167.60","3299.40","2"
"3218.70","3260.40","3169.30","3289.80","1"
"3246.80","3259.60","3177.00","3284.70","1"
"3238.00","3250.50","3189.70","3280.50","1"
"3230.00","3237.00","3206.90","3281.50","0"
"3188.60","3214.90","3205.90","3273.90","1"
"3139.90","3202.70","3201.80","3263.90","1"
"3122.30","3192.80","3199.10","3258.60","1"
"3123.50","3175.50","3193.20","3257.60","2"
"3173.90","3172.00","3190.90","3255.40","1"
"3217.60","3169.70","3197.80","3250.80","2"
"3283.80","3187.40","3207.60","3248.20","1"
"3354.80","3217.20","3217.30","3249.50","2"
"3378.10","3255.40","3229.00","3251.20","0"
"3371.20","3288.20","3246.90","3254.20","1"
"3335.20","3315.90","3250.80","3259.40","1"
"3311.90","3327.70","3250.80","3263.10","0"
"3272.80","3331.70","3247.10","3259.90","0"
"3222.00","3310.00","3241.70","3255.70","0"
"3124.90","3266.00","3233.60","3247.00","0"
"3023.90","3208.80","3224.20","3236.40","1"
"3006.30","3161.80","3212.40","3222.90","1"
"3003.20","3114.00","3199.80","3210.30","0"
"2957.50","3060.50","3184.40","3201.10","1"
"2915.40","3011.90","3168.30","3189.80","0"
"2887.60","2965.00","3154.20","3177.10","1"
"2859.40","2936.00","3140.30","3167.40","2"
"2902.30","2930.20","3132.20","3161.80","1"
"2955.00","2921.30","3123.40","3155.50","2"
"3015.30","2933.60","3116.40","3151.20","0"
"3042.90","2945.70","3106.00","3147.70","0"
"2991.80","2955.50","3087.20","3142.90","0"
"2952.00","2964.10","3065.70","3139.70","2"
"2956.20","2983.10","3045.00","3139.70","2"
"3025.70","2999.40","3031.10","3143.50","1"
"3067.60","3015.30","3018.20","3141.40","2"
"3094.50","3022.00","3009.40","3139.60","1"
"3128.80","3039.90","3003.80","3138.90","0"
"3077.80","3046.60","2995.00","3134.40","1"
"3024.20","3060.50","2993.80","3129.70","0"
"2996.00","3058.00","2992.20","3127.30","2"
"2981.10","3047.80","2991.20","3124.20","0"
"2980.00","3032.90","2989.90","3120.10","0"
"2918.70","2997.60","2987.40","3114.40","1"
"2874.70","2960.30","2985.80","3112.10","1"
"2873.30","2939.10","2985.90","3104.60","0"
"2811.60","2899.60","2981.00","3093.70","1"
"2739.20","2865.80","2969.60","3081.90","1"
"2718.00","2824.40","2957.30","3069.90","1"
"2702.50","2786.50","2938.40","3059.60","2"
"2720.90","2767.80","2925.10","3050.70","0"
"2723.70","2743.30","2911.50","3039.80","0"
"2642.00","2701.70","2894.10","3026.50","1"
"2568.00","2673.70","2872.70","3013.00","2"
"2615.10","2666.30","2853.10","3002.00","0"
"2622.70","2646.50","2828.20","2990.30","0"
"2552.00","2623.30","2798.80","2978.40","1"
"2526.90","2591.10","2768.00","2966.50","2"
"2591.50","2585.50","2750.20","2957.20","1"
"2668.90","2598.80","2732.50","2946.30","1"
"2684.20","2618.70","2719.00","2935.80","1"
"2699.90","2623.00","2704.40","2922.90","2"
"2748.60","2654.70","2695.90","2911.60","1"
"2779.50","2688.00","2690.50","2899.00","1"
"2763.80","2722.40","2684.80","2887.30","1"
"2768.70","2738.60","2680.00","2876.30","1"
"2784.10","2755.30","2682.00","2866.20","2"
"2830.40","2780.40","2689.10","2858.60","1"
"2872.00","2804.50","2697.40","2852.20","1"
"2883.90","2819.00","2707.20","2849.00","1"
"2892.80","2836.90","2714.60","2846.90","0"
"2866.30","2848.30","2721.50","2843.40","0"
"2780.00","2840.10","2728.40","2838.00","2"
"2763.30","2842.40","2741.10","2835.60","2"
"2823.50","2838.10","2749.20","2834.30","2"
"2915.80","2854.90","2770.40","2836.80","0"
"2975.40","2864.30","2791.60","2839.00","1"
"2944.20","2869.60","2812.10","2838.40","1"
"2916.00","2878.50","2824.00","2837.40","1"
"2911.70","2907.30","2836.40","2834.30","2"
"2947.60","2931.10","2850.40","2833.60","1"
"2987.20","2954.00","2865.10","2834.10","1"
"2993.00","2953.10","2874.80","2835.20","2"
"3012.00","2964.50","2888.40","2836.30","2"
"3065.10","2987.70","2904.90","2836.80","0"
"3030.70","2997.20","2914.60","2834.90","1"
"2971.70","3004.80","2923.70","2831.90","2"
"2999.60","3012.10","2931.50","2829.70","1"
"3016.90","3013.30","2938.20","2829.50","2"
"3055.70","3030.00","2948.70","2831.00","1"
"3102.60","3039.20","2959.20","2833.70","0"
"3076.70","3033.40","2969.70","2834.80","2"
"3084.00","3054.40","2989.60","2837.90","2"
"3138.40","3081.00","3007.20","2843.60","2"
"3198.90","3111.40","3027.10","2850.80","1"
"3231.50","3142.30","3038.80","2857.90","2"
"3254.30","3168.10","3055.00","2868.60","0"
"3267.50","3189.40","3071.10","2879.00","2"
"3282.10","3226.80","3091.60","2891.10","0"
"3280.60","3245.60","3108.00","2902.20","1"
"3239.90","3255.80","3120.80","2911.90","0"
"3192.00","3243.60","3128.50","2920.90","1"
"3154.60","3233.80","3137.00","2932.40","1"
"3162.70","3217.40","3143.50","2944.70","2"
"3207.20","3216.60","3151.20","2956.10","1"
"3260.20","3211.20","3166.50","2970.20","1"
"3289.20","3219.00","3183.00","2985.60","0"
"3260.40","3217.10","3192.60","2999.50","1"
"3222.70","3227.80","3203.50","3010.80","1"
"3232.10","3239.20","3210.20","3022.00","2"
"3253.10","3253.60","3218.60","3033.60","1"
"3282.50","3260.70","3230.80","3045.30","0"
"3279.30","3259.10","3238.10","3054.80","1"
"3270.70","3255.40","3244.00","3065.00","2"
"3328.60","3278.60","3251.10","3077.40","1"
"3378.80","3300.00","3258.70","3089.40","0"
"3343.80","3310.50","3260.00","3099.80","1"
"3310.80","3316.50","3263.10","3108.60","1"
"3325.50","3322.80","3264.40","3117.90","0"
"3314.40","3326.50","3266.40","3125.80","1"
"3293.20","3329.20","3269.70","3133.90","1"
"3306.00","3320.10","3277.80","3143.40","1"
"3325.10","3313.90","3286.80","3155.70","1"
"3330.50","3316.30","3294.60","3166.10","0"
"3272.90","3303.10","3293.30","3173.70","1"
"3216.80","3285.20","3290.30","3178.10","0"
"3187.50","3266.80","3283.20","3182.20","2"
"3177.60","3252.20","3282.00","3187.50","1"
"3207.70","3238.70","3281.70","3193.90","0"
"3172.30","3208.50","3276.00","3197.90","1"
"3120.00","3178.60","3268.40","3200.80","2"
"3150.80","3173.60","3262.90","3204.40","1"
"3173.90","3166.30","3257.80","3208.00","0"
"3146.40","3161.90","3250.40","3209.80","2"
"3161.70","3161.80","3241.10","3211.90","0"
"3167.10","3150.30","3229.30","3215.30","2"
"3178.70","3163.60","3224.60","3220.10","0"
"3166.70","3163.60","3214.80","3222.00","1"
"3118.00","3154.30","3203.90","3224.20","0"
"3100.80","3142.70","3193.50","3223.80","0"
"3065.40","3131.10","3181.10","3222.70","0"
"3029.10","3104.80","3165.80","3221.90","1"
"3017.80","3088.50","3150.40","3220.00","0"
"3004.50","3055.10","3133.20","3216.50","2"
"3017.60","3045.90","3124.80","3212.80","1"
"3067.00","3040.50","3118.20","3209.90","2"
"3126.60","3053.20","3118.70","3207.70","1"
"3185.50","3074.80","3119.00","3206.60","1"
"3209.10","3104.60","3118.90","3204.80","2"
"3244.70","3139.60","3126.30","3205.20","2"
"3286.90","3185.30","3135.60","3206.60","1"
"3304.00","3221.50","3141.60","3209.70","2"
"3339.40","3263.10","3152.10","3214.00","1"
"3370.10","3291.00","3163.90","3218.00","1"
"3369.40","3315.70","3172.90","3220.50","0"
"3351.70","3331.80","3182.40","3221.60","2"
"3348.30","3345.30","3189.80","3222.90","2"
"3400.60","3364.20","3205.80","3227.20","1"
"3430.90","3381.60","3221.10","3231.20","2"
"3452.00","3396.40","3240.90","3236.00","1"
"3477.10","3412.10","3262.30","3240.20","1"
"3467.50","3424.40","3284.70","3243.40","1"
"3468.20","3445.40","3307.30","3247.70","2"
"3499.50","3467.60","3334.20","3252.60","1"
"3512.80","3477.50","3356.90","3255.10","0"
"3480.40","3481.80","3375.60","3256.70","2"
"3481.70","3486.00","3392.40","3260.60","1"
"3515.80","3492.80","3408.60","3264.90","1"
"3509.80","3498.10","3422.50","3268.00","0"
"3457.50","3489.80","3429.90","3270.60","2"
"3435.20","3479.70","3437.30","3273.70","1"
"3450.50","3472.00","3444.50","3276.40","2"
"3477.80","3479.00","3451.10","3279.80","2"
"3560.60","3494.50","3463.60","3285.60","2"
"3634.00","3512.80","3477.60","3294.20","1"
"3666.40","3539.20","3495.10","3303.60","1"
"3674.50","3574.80","3510.20","3313.70","1"
"3658.40","3603.00","3520.90","3322.80","2"
"3670.80","3637.70","3534.20","3332.20","0"
"3673.30","3658.90","3543.00","3342.80","0"
"3618.50","3654.30","3548.30","3352.20","1"
"3578.30","3643.00","3554.10","3359.90","1"
"3563.30","3624.80","3557.90","3367.70","2"
"3576.10","3614.90","3561.70","3377.10","2"
"3625.80","3615.50","3569.10","3386.30","1"
"3656.90","3610.90","3579.40","3396.70","2"
"3684.30","3618.60","3589.40","3406.50","1"
"3706.80","3636.10","3598.50","3418.30","1"
"3720.40","3659.20","3610.50","3430.60","1"
"3732.80","3684.50","3626.00","3443.60","1"
"3741.40","3706.40","3641.10","3457.70","2"
"3783.00","3729.40","3659.30","3473.70","1"
"3824.50","3754.30","3675.80","3489.90","1"
"3831.60","3771.50","3686.40","3506.80","1"
"3820.00","3786.70","3694.40","3522.00","1"
"3817.80","3799.30","3701.50","3536.90","1"
"3822.70","3812.40","3709.20","3549.90","0"
"3790.10","3813.20","3714.70","3561.00","1"
"3748.80","3802.60","3717.00","3571.50","2"
"3782.10","3801.10","3725.50","3582.50","1"
"3819.60","3799.20","3737.10","3592.80","1"
"3804.80","3796.80","3748.20","3602.60","0"
"3758.10","3782.10","3756.50","3609.50","0"
"3685.30","3757.50","3759.10","3615.20","1"
"3662.50","3745.60","3760.20","3621.20","2"
"3722.60","3750.10","3765.70","3630.00","1"
"3763.30","3740.30","3768.10","3637.80","2"
"3781.60","3739.20","3773.20","3645.30","1"
"3803.20","3739.80","3776.40","3652.70","2"
"3822.70","3757.70","3782.20","3660.10","0"
"3823.60","3779.30","3784.60","3666.60","2"
"3842.00","3809.00","3788.10","3675.10","1"
"3883.30","3825.20","3790.50","3683.20","0"
"3855.70","3835.40","3790.50","3689.30","2"
"3860.00","3847.60","3794.50","3697.10","1"
"3881.90","3857.90","3796.90","3705.40","1"
"3872.30","3861.80","3799.50","3712.70","0"
"3847.00","3864.60","3802.60","3718.60","1"
"3814.50","3853.90","3806.00","3724.90","0"
"3776.30","3834.00","3802.00","3731.40","1"
"3744.20","3822.10","3798.50","3737.30","0"
"3703.90","3789.40","3791.90","3741.50","2"
"3688.90","3766.90","3791.60","3745.70","0"
"3660.90","3729.00","3789.50","3745.50","2"
"3623.60","3703.10","3787.70","3745.30","0"
"3611.90","3671.10","3778.40","3743.40","2"
"3627.30","3660.50","3774.10","3743.40","2"
"3689.50","3655.50","3769.20","3744.60","1"
"3708.00","3661.70","3764.60","3744.90","2"
"3746.40","3671.90","3761.60","3747.50","1"
"3785.50","3697.30","3760.80","3751.60","1"
"3800.00","3722.30","3757.30","3756.40","1"
"3811.20","3754.30","3753.60","3761.50","1"
"3807.00","3773.70","3752.50","3765.60","2"
"3834.60","3795.70","3751.00","3769.80","0"
"3846.10","3813.10","3748.90","3773.20","1"
"3828.60","3819.20","3746.60","3775.60","0"
"3794.20","3815.60","3743.60","3776.70","0"
"3744.80","3803.40","3739.70","3776.60","2"
"3771.30","3804.20","3743.10","3778.20","1"
"3798.90","3801.10","3745.10","3778.90","1"
"3796.90","3793.40","3752.40","3778.80","0"
"3744.20","3772.00","3750.70","3775.70","2"
"3700.30","3756.70","3756.40","3773.50","0"
"3700.80","3745.30","3758.40","3770.90","2"
"3727.90","3751.90","3768.00","3769.90","1"
"3785.80","3749.50","3774.20","3769.40","1"
"3797.50","3751.50","3778.80","3770.20","2"
"3822.90","3756.90","3785.70","3772.40","1"
"3843.30","3779.90","3788.50","3772.70","0"
"3812.70","3789.00","3788.40","3772.10","1"
"3771.30","3800.00","3785.60","3771.40","2"
"3777.90","3803.30","3785.10","3772.90","1"
"3801.10","3804.40","3785.00","3776.00","1"
"3817.10","3808.80","3783.40","3779.10","1"
"3832.30","3807.10","3783.60","3780.40","2"
"3855.00","3812.20","3786.00","3782.80","0"
"3853.30","3818.70","3789.50","3783.20","0"
"3812.60","3824.00","3792.80","3783.10","2"
"3833.30","3834.50","3795.70","3783.70","1"
"3885.20","3848.00","3801.40","3785.60","1"
"3904.60","3859.50","3806.50","3786.20","1"
"3911.70","3870.70","3818.20","3786.70","2"
"3929.90","3880.90","3829.50","3789.10","1"
"3953.60","3899.40","3843.40","3790.50","1"
"3947.70","3919.50","3851.40","3791.80","1"
"3935.90","3928.70","3858.50","3793.00","2"
"3975.20","3945.20","3869.20","3796.90","1"
"4013.40","3959.80","3877.50","3801.00","1"
"4015.30","3974.80","3886.40","3806.40","1"
"4021.20","3985.90","3898.40","3812.10","1"
"4035.00","3998.00","3912.80","3819.70","1"
"4044.10","4013.40","3925.00","3826.30","0"
"4021.60","4022.50","3934.80","3834.10","1"
"4000.50","4020.60","3943.30","3841.30","1"
"4008.30","4021.10","3952.40","3850.00","0"
"3985.10","4012.00","3956.30","3855.70","1"
"3965.90","4005.30","3963.70","3861.00","2"
"3993.60","4000.20","3974.40","3867.10","0"
"3969.30","3983.90","3977.30","3869.90","0"
"3895.60","3964.20","3975.50","3871.50","0"
"3841.50","3938.50","3971.00","3871.60","0"
"3801.30","3905.00","3964.40","3871.10","1"
"3794.40","3884.00","3957.40","3871.10","0"
"3783.40","3852.90","3947.40","3869.00","0"
"3724.30","3807.10","3935.10","3866.20","2"
"3714.10","3780.00","3925.20","3864.50","1"
"3750.70","3765.70","3912.60","3864.50","2"
"3787.10","3764.40","3902.60","3866.10","1"
"3802.80","3766.10","3891.40","3865.80","0"
"3741.40","3749.30","3874.60","3863.80","0"
"3626.50","3721.30","3850.50","3858.90","2"
"3585.50","3709.60","3828.70","3857.50","1"
"3610.00","3691.50","3809.40","3855.30","1"
"3624.20","3673.50","3791.10","3854.40","1"
"3626.20","3645.60","3771.20","3851.30","1"
"3607.90","3617.80","3753.40","3847.30","1"
"3604.10","3606.30","3735.00","3843.50","2"
"3639.10","3621.40","3718.00","3840.00","2"
"3697.10","3638.20","3707.80","3837.70","1"
"3736.50","3657.50","3702.10","3836.90","1"
"3758.70","3676.70","3699.50","3837.20","1"
"3763.10","3696.70","3698.20","3836.30","0"
"3731.90","3712.10","3693.20","3834.40","1"
"3711.40","3727.30","3691.00","3832.10","0"
"3678.20","3723.30","3688.60","3828.20","2"
"3674.80","3720.90","3687.10","3824.90","2"
"3739.20","3724.00","3687.50","3823.70","2"
"3790.70","3730.10","3687.50","3824.00","2"
"3827.20","3742.30","3689.90","3823.40","1"
"3835.50","3759.70","3696.90","3822.00","2"
"3869.40","3787.50","3714.20","3822.00","1"
"3907.00","3825.00","3729.00","3821.80","1"
"3906.80","3853.80","3743.90","3821.10","2"
"3926.80","3878.60","3759.30","3820.80","1"
"3936.30","3895.30","3774.90","3820.60","1"
"3928.20","3907.50","3791.30","3820.50","0"
"3909.20","3916.40","3805.40","3818.00","2"
"3914.90","3920.50","3818.90","3816.50","1"
"3948.40","3928.20","3830.50","3815.30","1"
"3948.00","3932.30","3840.00","3813.60","1"
"3931.80","3929.70","3847.80","3811.20","1"
"3926.70","3929.50","3856.40","3808.90","1"
"3940.30","3933.10","3868.70","3807.90","1"
"3951.20","3941.50","3880.40","3806.90","2"
"3975.10","3950.30","3898.40","3806.60","1"
"3994.70","3954.80","3912.40","3807.30","1"
"3994.80","3963.70","3923.90","3807.80","1"
"3994.00","3972.50","3932.70","3807.30","1"
"3980.70","3979.10","3939.30","3808.20","2"
"4004.10","3990.80","3949.60","3811.70","1"
"4044.10","4005.70","3956.70","3816.30","1"
"4040.50","4009.50","3962.90","3821.20","0"
"4002.70","4008.00","3966.30","3824.70","2"
"4014.50","4015.10","3971.70","3830.50","1"
"4050.50","4024.10","3977.80","3837.70","1"
"4041.20","4032.40","3983.00","3843.60","1"
"4044.80","4035.70","3991.30","3849.50","1"
"4061.70","4037.40","3997.70","3854.50","0"
"4026.10","4031.60","3999.10","3858.40","1"
"3978.60","4030.50","4000.70","3864.00","2"
"3998.60","4027.10","4005.80","3873.30","0"
"4002.20","4016.70","4008.30","3880.70","0"
"3951.20","4001.30","4006.90","3886.90","1"
"3938.00","3986.10","4006.90","3893.30","2"
"3974.30","3976.40","4006.80","3900.90","0"
"3921.00","3956.10","3999.60","3905.80","0"
"3815.80","3929.90","3988.90","3909.30","2"
"3813.80","3903.30","3981.50","3912.80","1"
"3828.80","3880.40","3973.70","3914.60","1"
"3822.70","3866.60","3963.40","3916.20","0"
"3758.90","3829.20","3945.20","3914.60","0"
"3662.70","3777.60","3925.60","3912.20","0"
"3596.10","3736.40","3904.50","3909.20","0"
"3474.40","3680.00","3871.60","3902.70","2"
"3556.40","3662.80","3855.10","3904.30","1"
"3706.70","3645.10","3838.20","3904.00","2"
"3713.50","3631.60","3822.00","3903.30","1"
"3732.70","3637.70","3805.30","3901.70","0"
"3646.00","3626.90","3784.00","3896.00","1"
"3552.00","3625.10","3762.60","3890.30","2"
"3580.40","3657.20","3742.10","3884.50","0"
"3564.50","3627.40","3718.80","3876.60","0"
"3472.10","3590.10","3694.20","3867.10","1"
"3431.60","3546.80","3668.20","3856.80","1"
"3430.80","3503.90","3639.90","3846.90","0"
"3381.10","3471.10","3614.20","3834.90","2"
"3369.90","3451.90","3595.30","3825.30","2"
"3467.00","3438.70","3579.50","3817.00","1"
"3520.20","3439.20","3564.40","3808.20","1"
"3511.30","3449.90","3548.40","3799.60","1"
"3505.30","3460.30","3539.10","3791.10","1"
"3502.30","3470.30","3532.40","3782.60","2"
"3529.40","3502.60","3532.40","3774.70","0"
"3506.50","3509.40","3535.60","3764.80","0"
"3434.70","3493.40","3520.20","3753.00","0"
"3397.00","3474.20","3504.60","3740.90","2"
"3413.60","3465.50","3490.20","3729.80","2"
"3481.70","3467.40","3479.50","3720.40","2"
"3536.10","3475.10","3479.30","3712.00","2"
"3590.80","3485.00","3483.40","3703.90","2"
"3643.80","3514.40","3485.60","3696.00","1"
"3668.70","3551.80","3493.80","3689.00","1"
"3679.50","3595.10","3506.30","3683.10","1"
"3685.10","3629.40","3519.20","3675.80","2"
"3711.70","3660.80","3534.40","3669.50","0"
"3720.70","3682.20","3553.10","3663.00","0"
"3673.60","3684.40","3564.80","3654.70","0"
"3598.60","3669.30","3566.30","3644.50","0"
"3537.50","3646.90","3566.50","3635.10","2"
"3548.10","3631.70","3570.00","3627.20","0"
"3504.70","3595.40","3566.50","3615.40","1"
"3437.90","3553.50","3563.50","3604.70","0"
"3391.40","3501.30","3552.60","3593.00","1"
"3344.10","3459.40","3547.30","3580.90","1"
"3340.40","3427.50","3543.20","3567.60","2"
"3377.90","3413.80","3545.40","3559.20","2"
"3453.40","3400.50","3547.20","3553.10","2"
"3510.80","3415.50","3548.30","3547.10","1"
"3546.40","3431.50","3548.20","3541.80","1"
"3561.10","3464.00","3545.30","3536.60","2"
"3602.70","3505.30","3544.10","3535.60","1"
"3635.40","3548.30","3542.00","3535.50","0"
"3607.40","3570.90","3536.90","3536.00","0"
"3541.00","3573.30","3527.60","3538.20","1"
"3493.20","3565.90","3515.10","3533.50","1"
"3477.20","3553.50","3503.20","3529.00","1"
"3481.00","3543.00","3495.80","3524.20","2"
"3547.20","3537.70","3498.10","3521.60","1"
"3603.80","3534.00","3502.40","3522.50","1"
"3621.60","3541.70","3505.40","3524.40","2"
"3651.30","3565.50","3517.10","3525.40","1"
"3668.40","3591.80","3528.50","3528.50","1"
"3661.10","3618.10","3544.10","3532.90","1"
"3647.50","3639.40","3558.80","3537.20","2"
"3697.60","3661.00","3579.80","3543.60","1"
"3749.80","3681.10","3596.00","3551.90","1"
"3754.10","3698.90","3609.90","3559.00","1"
"3762.50","3712.80","3621.20","3563.70","0"
"3740.10","3719.40","3629.20","3567.80","2"
"3746.70","3737.30","3639.70","3573.10","0"
"3754.00","3749.80","3644.40","3577.70","0"
"3679.40","3732.10","3644.10","3580.20","1"
"3624.70","3714.00","3646.10","3581.50","1"
"3616.00","3692.60","3651.60","3584.60","1"
"3604.30","3668.80","3657.20","3588.30","2"
"3630.40","3661.30","3666.90","3593.90","1"
"3655.50","3642.80","3674.60","3598.00","0"
"3610.20","3620.20","3673.20","3599.10","0"
"3549.30","3605.60","3669.20","3598.50","1"
"3539.70","3595.90","3665.00","3597.00","0"
"3522.20","3578.80","3656.30","3593.60","0"
"3470.70","3557.70","3645.30","3589.10","1"
"3462.60","3530.90","3636.40","3585.00","2"
"3491.20","3510.80","3629.60","3581.40","1"
"3497.20","3498.60","3616.40","3576.40","1"
"3488.90","3493.50","3603.60","3572.10","2"
"3557.30","3503.60","3596.70","3571.70","1"
"3627.60","3523.70","3590.10","3573.30","2"
"3651.80","3555.40","3587.90","3576.30","1"
"3678.50","3585.30","3583.30","3578.50","0"
"3664.30","3604.80","3578.90","3582.70","2"
"3660.50","3632.00","3581.40","3587.40","2"
"3699.70","3665.10","3586.40","3595.00","1"
"3724.00","3679.60","3592.20","3602.60","2"
"3746.50","3699.00","3600.60","3611.30","1"
"3770.80","3713.60","3606.20","3618.30","1"
"3765.00","3723.70","3611.60","3623.70","1"
"3746.00","3737.00","3619.80","3627.70","1"
"3729.20","3743.40","3629.60","3631.00","2"
"3755.00","3752.80","3641.30","3635.40","1"
"3786.20","3761.10","3656.00","3638.40","0"
"3759.70","3756.50","3670.20","3640.40","1"
"3722.80","3747.40","3682.00","3643.00","2"
"3746.50","3751.30","3695.80","3648.60","1"
"3774.30","3755.50","3709.70","3654.20","1"
